,type,start,end,left_shoulder,head,right_shoulder,first_top,second_top,date,size
1005,gap_down,,,,,,,,2025-10-16,0.014271728185096769
1006,gap_down,,,,,,,,2025-10-24,0.008351535689110115
1007,gap_down,,,,,,,,2025-10-28,0.008137358825088512
1008,gap_down,,,,,,,,2025-10-31,0.010433188940634417
1009,gap_up,,,,,,,,2025-11-05,0.006170936210665307
1010,gap_up,,,,,,,,2025-11-07,0.0050429933199257725
1011,gap_down,,,,,,,,2025-11-20,0.008131614111961732
1012,gap_up,,,,,,,,2025-11-21,0.015623070729777195
1013,gap_down,,,,,,,,2025-11-24,0.011048200681702047
1014,gap_up,,,,,,,,2025-12-01,0.009602020004228076
1015,gap_up,,,,,,,,2025-12-05,0.014866205605482031
1016,gap_down,,,,,,,,2025-12-08,0.005416838082959799
1017,gap_up,,,,,,,,2025-12-18,0.012510183817154014
1018,gap_up,,,,,,,,2025-12-19,0.017744157629313004
1019,gap_up,,,,,,,,2025-12-25,0.012136309069518318
1020,gap_down,,,,,,,,2025-12-26,0.005197826382394307
1021,gap_up,,,,,,,,2025-12-29,0.007435965081616109
1022,gap_up,,,,,,,,2025-12-30,0.01718269721496635
1023,gap_down,,,,,,,,2026-01-21,0.010875175874510794
1024,gap_down,,,,,,,,2026-01-26,0.0068411069801756295
1025,gap_up,,,,,,,,2026-01-27,0.011575706245707225
1026,gap_down,,,,,,,,2026-02-09,0.008854847545012123
1027,gap_up,,,,,,,,2026-02-13,0.007549083773803295
1028,gap_up,,,,,,,,2026-02-20,0.00566203259298562
1029,gap_up,,,,,,,,2026-02-24,0.016094856975256623
1030,gap_up,,,,,,,,2026-02-25,0.005839875087567571
1031,gap_up,,,,,,,,2026-03-04,0.006547345264675754
1032,gap_up,,,,,,,,2026-03-05,0.008803078589876565
1033,gap_down,,,,,,,,2026-03-09,0.008252115026865887
1034,gap_up,,,,,,,,2026-03-11,0.008407086330300996
1035,gap_down,,,,,,,,2026-03-13,0.018249931713790978
1036,gap_up,,,,,,,,2026-03-17,0.01967963652953982
1037,gap_up,,,,,,,,2026-03-24,0.012844429719185767
